event_id,actual_label,detection_prediction,detection_confidence,attack_group,group_confidence,predicted_attack_type,attack_confidence,threat_correct,response_severity,recommended_actions,trust_score,trust_decision,ledger_valid_after_logging
evt-000000141,unauthorized_access,attack,0.7551342358609416,access_attack,0.9997717939206733,unauthorized_access,0.922774975397985,True,high,Revoke suspicious credentials | Force password reset | Enable multi-factor authentication | Review IAM policy changes,0.839,human_review,True
evt-000000150,malware,attack,0.8065294478798866,malware_attack,0.9879032130475417,malware,0.9961666666666668,True,high,Isolate affected device | Run malware scan | Revoke suspicious sessions | Patch firmware and software,0.9013,auto_response,True
evt-000000154,mqtt_flood,attack,0.9823935649196411,network_flooding,0.997303094233474,mqtt_flood,0.45058668513368566,True,medium,Throttle MQTT publish rates | Inspect abnormal topic activity | Limit broker connection bursts | Monitor queue depth and stream lag,0.7165,human_review,True
evt-000000155,unauthorized_access,normal,0.9625832298018806,,,,,False,,,,missed_detection,
evt-000000167,credential_theft,attack,0.6068737035858747,access_attack,0.9560275948212638,credential_theft,0.8512043668397676,True,high,Force credential rotation | Invalidate active sessions | Enable MFA | Review authentication logs,0.729,human_review,True
evt-000000169,ddos,attack,0.9871569602924698,network_flooding,1.0,ddos,0.45975867448994506,True,high,Enable rate limiting | Block suspicious source traffic | Scale gateway resources | Monitor packet loss and latency,0.7235,human_review,True
evt-000000181,credential_theft,attack,0.5368260509326318,access_attack,0.9822234461705921,credential_theft,0.8544037152880761,True,high,Force credential rotation | Invalidate active sessions | Enable MFA | Review authentication logs,0.6956,human_review,True
evt-000000183,jamming,attack,0.8710746262844531,signal_attack,0.9958415824265788,jamming,0.9942892411295514,True,medium,Switch communication channel | Increase signal monitoring | Inspect RF interference source | Activate backup communication path,0.9327,auto_response,True
evt-000000194,mqtt_flood,attack,0.965010428717398,network_flooding,0.9999569707401034,mqtt_flood,0.471614232756154,True,medium,Throttle MQTT publish rates | Inspect abnormal topic activity | Limit broker connection bursts | Monitor queue depth and stream lag,0.7183,human_review,True
evt-000000207,unauthorized_access,attack,0.7773136925453216,access_attack,0.9993205136502732,unauthorized_access,0.9433254247784856,True,high,Revoke suspicious credentials | Force password reset | Enable multi-factor authentication | Review IAM policy changes,0.8603,auto_response,True
evt-000000219,unauthorized_access,attack,0.8264237695514329,access_attack,0.9999345487379925,unauthorized_access,0.9260126368331782,True,high,Revoke suspicious credentials | Force password reset | Enable multi-factor authentication | Review IAM policy changes,0.8762,auto_response,True
evt-000000222,data_tampering,attack,0.7455173384600018,integrity_attack,0.9988652530779754,data_tampering,0.9986842105263158,True,high,Validate sensor data integrity | Restore trusted telemetry baseline | Inspect affected device firmware | Audit data modification events,0.8721,auto_response,True
evt-000000224,malware,attack,0.8579373372464891,malware_attack,0.9915001450162741,malware,0.9976445347786811,True,high,Isolate affected device | Run malware scan | Revoke suspicious sessions | Patch firmware and software,0.9278,auto_response,True
evt-000000229,unauthorized_access,attack,0.5307584411699281,access_attack,0.9916246320681199,unauthorized_access,0.9238612469466099,True,high,Revoke suspicious credentials | Force password reset | Enable multi-factor authentication | Review IAM policy changes,0.7273,human_review,True
evt-000000234,credential_theft,attack,0.7123833458196809,access_attack,0.9925468067915344,credential_theft,0.5263377289704873,True,high,Force credential rotation | Invalidate active sessions | Enable MFA | Review authentication logs,0.6194,human_review,True
evt-000000242,unauthorized_access,attack,0.7876388035449692,access_attack,0.998897947559099,unauthorized_access,0.9311171189892292,True,high,Revoke suspicious credentials | Force password reset | Enable multi-factor authentication | Review IAM policy changes,0.8594,auto_response,True
evt-000000251,mqtt_flood,attack,0.9875579464471529,network_flooding,0.9991017075822086,mqtt_flood,0.4321622758923829,True,medium,Throttle MQTT publish rates | Inspect abnormal topic activity | Limit broker connection bursts | Monitor queue depth and stream lag,0.7099,human_review,True
evt-000000258,data_tampering,normal,0.8816718071156632,,,,,False,,,,missed_detection,
evt-000000260,jamming,attack,0.9772460381654178,signal_attack,0.9878456420829199,jamming,0.9967580322557029,True,medium,Switch communication channel | Increase signal monitoring | Inspect RF interference source | Activate backup communication path,0.987,auto_response,True
evt-000000262,malware,attack,0.6722514383345944,malware_attack,0.9966931056862514,malware,0.9977651515151517,True,high,Isolate affected device | Run malware scan | Revoke suspicious sessions | Patch firmware and software,0.835,human_review,True
evt-000000271,mqtt_flood,attack,0.9879506428982197,network_flooding,0.9944035754174771,mqtt_flood,0.4484988031314132,True,medium,Throttle MQTT publish rates | Inspect abnormal topic activity | Limit broker connection bursts | Monitor queue depth and stream lag,0.7182,human_review,True
evt-000000273,malware,attack,0.7798891665385074,malware_attack,0.9930222406028858,malware,0.98875,True,high,Isolate affected device | Run malware scan | Revoke suspicious sessions | Patch firmware and software,0.8843,auto_response,True
evt-000000283,data_tampering,attack,0.7383103767527586,integrity_attack,0.99817262199704,data_tampering,1.0,True,high,Validate sensor data integrity | Restore trusted telemetry baseline | Inspect affected device firmware | Audit data modification events,0.8692,auto_response,True
evt-000000290,ddos,attack,0.9882923146119829,network_flooding,0.974481119168727,ddos,0.5271952191319287,True,high,Enable rate limiting | Block suspicious source traffic | Scale gateway resources | Monitor packet loss and latency,0.7577,human_review,True
evt-000000292,unauthorized_access,attack,0.6092566203838817,access_attack,0.9937073886044544,unauthorized_access,0.9510453244173275,True,high,Revoke suspicious credentials | Force password reset | Enable multi-factor authentication | Review IAM policy changes,0.7802,human_review,True
evt-000000295,malware,attack,0.7688612310193469,malware_attack,0.9892669318734562,malware,0.99625,True,high,Isolate affected device | Run malware scan | Revoke suspicious sessions | Patch firmware and software,0.8826,auto_response,True
evt-000000300,credential_theft,attack,0.5570012894303037,access_attack,0.9745371344111341,credential_theft,0.8667861214339664,True,high,Force credential rotation | Invalidate active sessions | Enable MFA | Review authentication logs,0.7119,human_review,True
evt-000000305,jamming,attack,0.979544608963278,signal_attack,0.9880862819242016,jamming,0.993244540192211,True,medium,Switch communication channel | Increase signal monitoring | Inspect RF interference source | Activate backup communication path,0.9864,auto_response,True
evt-000000308,jamming,attack,0.9742391656481485,signal_attack,0.9982639723351814,jamming,0.991950520004245,True,medium,Switch communication channel | Increase signal monitoring | Inspect RF interference source | Activate backup communication path,0.9831,auto_response,True
evt-000000316,data_tampering,attack,0.7736687543566557,integrity_attack,0.9976349900286985,data_tampering,1.0,True,high,Validate sensor data integrity | Restore trusted telemetry baseline | Inspect affected device firmware | Audit data modification events,0.8868,auto_response,True
evt-000000319,botnet_c2,attack,0.9943927409659601,network_flooding,0.9812108262108263,botnet_c2,0.6334296041761075,True,critical,Isolate compromised devices | Block command-and-control domains | Inspect outbound traffic | Reimage affected nodes,0.8139,human_review,True
evt-000000321,replay_attack,attack,0.5309308016427434,access_attack,0.964697325911877,replay_attack,0.8516484287607391,True,medium,Enforce nonce validation | Reject stale messages | Synchronize device clocks | Review retransmission patterns,0.6913,human_review,True
evt-000000332,malware,attack,0.8807115042779414,malware_attack,0.9954070206944945,malware,0.9994444444444446,True,high,Isolate affected device | Run malware scan | Revoke suspicious sessions | Patch firmware and software,0.9401,auto_response,True
evt-000000333,mqtt_flood,attack,0.9793693598363197,network_flooding,0.997125,mqtt_flood,0.4438417937752146,True,medium,Throttle MQTT publish rates | Inspect abnormal topic activity | Limit broker connection bursts | Monitor queue depth and stream lag,0.7116,human_review,True
evt-000000350,unauthorized_access,attack,0.5111137369196509,access_attack,0.9916874400845057,unauthorized_access,0.9332703038535455,True,high,Revoke suspicious credentials | Force password reset | Enable multi-factor authentication | Review IAM policy changes,0.7222,human_review,True
evt-000000351,replay_attack,attack,0.855940689547083,access_attack,0.9711895559584467,replay_attack,0.8702634895120633,True,medium,Enforce nonce validation | Reject stale messages | Synchronize device clocks | Review retransmission patterns,0.8631,auto_response,True
evt-000000358,botnet_c2,attack,0.9860054508945051,network_flooding,0.9996808510638298,botnet_c2,0.5265046187060952,True,critical,Isolate compromised devices | Block command-and-control domains | Inspect outbound traffic | Reimage affected nodes,0.7563,human_review,True
evt-000000362,jamming,attack,0.9349088148853761,signal_attack,0.9891312436501977,jamming,0.9818916590994892,True,medium,Switch communication channel | Increase signal monitoring | Inspect RF interference source | Activate backup communication path,0.9584,auto_response,True
evt-000000373,ddos,attack,0.9694241789312997,network_flooding,1.0,ddos,0.4656646799656741,True,high,Enable rate limiting | Block suspicious source traffic | Scale gateway resources | Monitor packet loss and latency,0.7175,human_review,True
evt-000000377,mqtt_flood,attack,0.9881001050386148,network_flooding,0.9579603671452854,mqtt_flood,0.42603269785224746,True,medium,Throttle MQTT publish rates | Inspect abnormal topic activity | Limit broker connection bursts | Monitor queue depth and stream lag,0.7071,human_review,True
evt-000000400,unauthorized_access,normal,0.936996722459048,,,,,False,,,,missed_detection,
evt-000000402,malware,attack,0.8508000363719769,malware_attack,0.9997781287531025,malware,0.99995,True,high,Isolate affected device | Run malware scan | Revoke suspicious sessions | Patch firmware and software,0.9254,auto_response,True
evt-000000423,ddos,attack,0.8843896831960467,network_flooding,0.9699661650484019,ddos,0.49869526374157913,True,high,Enable rate limiting | Block suspicious source traffic | Scale gateway resources | Monitor packet loss and latency,0.6915,human_review,True
evt-000000429,data_tampering,attack,0.7527726285374753,integrity_attack,0.9791931931117978,data_tampering,0.9863439153439153,True,high,Validate sensor data integrity | Restore trusted telemetry baseline | Inspect affected device firmware | Audit data modification events,0.8696,auto_response,True
evt-000000432,data_tampering,attack,0.7770304295133621,integrity_attack,0.985580982374151,data_tampering,0.9766388888888887,True,high,Validate sensor data integrity | Restore trusted telemetry baseline | Inspect affected device firmware | Audit data modification events,0.8768,auto_response,True
evt-000000434,ddos,attack,0.9671525579575311,network_flooding,0.9960864435864437,ddos,0.47535084760504864,True,high,Enable rate limiting | Block suspicious source traffic | Scale gateway resources | Monitor packet loss and latency,0.7213,human_review,True
evt-000000443,ddos,attack,0.9788345653442369,network_flooding,0.983611111111111,ddos,0.4150419012731482,True,high,Enable rate limiting | Block suspicious source traffic | Scale gateway resources | Monitor packet loss and latency,0.6969,human_review,True
evt-000000446,ddos,attack,0.912068158399166,network_flooding,0.9907262015093342,ddos,0.4948115015343505,True,high,Enable rate limiting | Block suspicious source traffic | Scale gateway resources | Monitor packet loss and latency,0.7034,human_review,True
evt-000000448,jamming,attack,0.9545452990856279,signal_attack,0.995474023551238,jamming,0.9841461478438184,True,medium,Switch communication channel | Increase signal monitoring | Inspect RF interference source | Activate backup communication path,0.9693,auto_response,True
evt-000000450,credential_theft,attack,0.5930314943523773,access_attack,0.9597483862575286,credential_theft,0.8632864858643531,True,high,Force credential rotation | Invalidate active sessions | Enable MFA | Review authentication logs,0.7282,human_review,True
evt-000000456,ddos,attack,0.9781730802288178,network_flooding,0.9997304791747607,ddos,0.4641042346303098,True,high,Enable rate limiting | Block suspicious source traffic | Scale gateway resources | Monitor packet loss and latency,0.7211,human_review,True
evt-000000459,ddos,attack,0.985912415168064,network_flooding,1.0,ddos,0.532171552995673,True,high,Enable rate limiting | Block suspicious source traffic | Scale gateway resources | Monitor packet loss and latency,0.759,human_review,True
evt-000000468,unauthorized_access,attack,0.7415887889819516,access_attack,0.9893848467370172,unauthorized_access,0.8688110358757096,True,high,Revoke suspicious credentials | Force password reset | Enable multi-factor authentication | Review IAM policy changes,0.8052,human_review,True
evt-000000485,unauthorized_access,attack,0.5429784278815533,access_attack,0.9992333341630938,unauthorized_access,0.9385155239160514,True,high,Revoke suspicious credentials | Force password reset | Enable multi-factor authentication | Review IAM policy changes,0.7407,human_review,True
evt-000000487,credential_theft,attack,0.7323727207154097,access_attack,0.9885551300059138,credential_theft,0.9136125260346682,True,high,Force credential rotation | Invalidate active sessions | Enable MFA | Review authentication logs,0.823,human_review,True
evt-000000490,malware,attack,0.6225480163573812,malware_attack,0.9991716619273211,malware,0.999959349593496,True,high,Isolate affected device | Run malware scan | Revoke suspicious sessions | Patch firmware and software,0.8113,human_review,True
evt-000000493,data_tampering,attack,0.7871280313437471,integrity_attack,0.9960210288494961,data_tampering,0.9908650793650793,True,high,Validate sensor data integrity | Restore trusted telemetry baseline | Inspect affected device firmware | Audit data modification events,0.889,auto_response,True
evt-000000494,unauthorized_access,attack,0.5664552184514037,access_attack,0.9853358326702923,unauthorized_access,0.9592575240087217,True,high,Revoke suspicious credentials | Force password reset | Enable multi-factor authentication | Review IAM policy changes,0.7629,human_review,True
evt-000000497,replay_attack,attack,0.6414737251497962,access_attack,0.9830242555684423,replay_attack,0.7936444777822116,True,medium,Enforce nonce validation | Reject stale messages | Synchronize device clocks | Review retransmission patterns,0.7176,human_review,True
evt-000000508,ddos,attack,0.9883044688154827,network_flooding,0.9998030942334739,ddos,0.4047510623490521,True,high,Enable rate limiting | Block suspicious source traffic | Scale gateway resources | Monitor packet loss and latency,0.6965,human_review,True
evt-000000510,mqtt_flood,attack,0.9856609157797558,network_flooding,0.9999704142011834,mqtt_flood,0.41539720812935127,True,medium,Throttle MQTT publish rates | Inspect abnormal topic activity | Limit broker connection bursts | Monitor queue depth and stream lag,0.7005,human_review,True
evt-000000511,unauthorized_access,attack,0.8751929200871532,access_attack,0.9990559821004951,unauthorized_access,0.9059651756431083,True,high,Revoke suspicious credentials | Force password reset | Enable multi-factor authentication | Review IAM policy changes,0.8906,auto_response,True
evt-000000515,jamming,attack,0.973432745153423,signal_attack,0.9854509714976843,jamming,0.995773886293795,True,medium,Switch communication channel | Increase signal monitoring | Inspect RF interference source | Activate backup communication path,0.9846,auto_response,True
evt-000000517,unauthorized_access,normal,0.5608194100295895,,,,,False,,,,missed_detection,
evt-000000527,ddos,attack,0.9797498917085047,network_flooding,0.9894950902755779,ddos,0.48882206942376466,True,high,Enable rate limiting | Block suspicious source traffic | Scale gateway resources | Monitor packet loss and latency,0.7343,human_review,True
evt-000000529,botnet_c2,attack,0.9911092860583737,network_flooding,0.9999569707401034,botnet_c2,0.5813867990106041,True,critical,Isolate compromised devices | Block command-and-control domains | Inspect outbound traffic | Reimage affected nodes,0.7862,human_review,True
evt-000000531,credential_theft,attack,0.5304246894095619,access_attack,0.9731241284201836,credential_theft,0.5498773851120803,True,high,Force credential rotation | Invalidate active sessions | Enable MFA | Review authentication logs,0.5402,escalate,True
evt-000000532,unauthorized_access,normal,0.5004121512616384,,,,,False,,,,missed_detection,
evt-000000534,malware,attack,0.8665212487973035,malware_attack,0.998425928792484,malware,1.0,True,high,Isolate affected device | Run malware scan | Revoke suspicious sessions | Patch firmware and software,0.9333,auto_response,True
evt-000000537,malware,attack,0.8408046531284407,malware_attack,0.9932207315691405,malware,0.9943888888888889,True,high,Isolate affected device | Run malware scan | Revoke suspicious sessions | Patch firmware and software,0.9176,auto_response,True
evt-000000543,mqtt_flood,attack,0.9386398627543633,network_flooding,0.9330016742955505,mqtt_flood,0.5206178458413574,True,medium,Throttle MQTT publish rates | Inspect abnormal topic activity | Limit broker connection bursts | Monitor queue depth and stream lag,0.7296,human_review,True
evt-000000544,unauthorized_access,attack,0.867194247488013,access_attack,0.9997717939206733,unauthorized_access,0.9108200559075099,True,high,Revoke suspicious credentials | Force password reset | Enable multi-factor authentication | Review IAM policy changes,0.889,auto_response,True
evt-000000557,replay_attack,normal,0.59744913045863,,,,,False,,,,missed_detection,
evt-000000566,mqtt_flood,attack,0.8799796789809841,network_flooding,0.9728818542568544,mqtt_flood,0.4650831619894702,True,medium,Throttle MQTT publish rates | Inspect abnormal topic activity | Limit broker connection bursts | Monitor queue depth and stream lag,0.6725,human_review,True
evt-000000568,malware,normal,0.5066713322377209,,,,,False,,,,missed_detection,
evt-000000572,mqtt_flood,attack,0.9790274615683758,network_flooding,1.0,mqtt_flood,0.4759549552530475,True,medium,Throttle MQTT publish rates | Inspect abnormal topic activity | Limit broker connection bursts | Monitor queue depth and stream lag,0.7275,human_review,True
evt-000000574,malware,attack,0.5833653297695673,malware_attack,0.9559277617367372,malware,0.9609563492063491,True,high,Isolate affected device | Run malware scan | Revoke suspicious sessions | Patch firmware and software,0.7722,human_review,True
evt-000000581,mqtt_flood,attack,0.9798522637467297,network_flooding,0.9889178125150769,mqtt_flood,0.4754852493792301,True,medium,Throttle MQTT publish rates | Inspect abnormal topic activity | Limit broker connection bursts | Monitor queue depth and stream lag,0.7277,human_review,True
evt-000000586,jamming,attack,0.978649036130643,signal_attack,0.9913475433569222,jamming,0.9912294649155428,True,medium,Switch communication channel | Increase signal monitoring | Inspect RF interference source | Activate backup communication path,0.9849,auto_response,True
evt-000000606,replay_attack,attack,0.506238626275243,access_attack,0.9634991657129658,replay_attack,0.7975460297834801,True,medium,Enforce nonce validation | Reject stale messages | Synchronize device clocks | Review retransmission patterns,0.6519,human_review,True
evt-000000609,data_tampering,attack,0.7845525146851774,integrity_attack,0.9987637969094922,data_tampering,0.9991666666666666,True,high,Validate sensor data integrity | Restore trusted telemetry baseline | Inspect affected device firmware | Audit data modification events,0.8919,auto_response,True
evt-000000613,botnet_c2,attack,0.9795979268546621,network_flooding,1.0,botnet_c2,0.588183423600079,True,critical,Isolate compromised devices | Block command-and-control domains | Inspect outbound traffic | Reimage affected nodes,0.7839,human_review,True
evt-000000621,credential_theft,attack,0.8755501746848475,access_attack,0.9742251465662322,credential_theft,0.657007127812385,True,high,Force credential rotation | Invalidate active sessions | Enable MFA | Review authentication logs,0.7663,human_review,True
evt-000000626,unauthorized_access,normal,0.5161273851172287,,,,,False,,,,missed_detection,
evt-000000627,data_tampering,attack,0.7307146203584104,integrity_attack,0.9981250351271304,data_tampering,1.0,True,high,Validate sensor data integrity | Restore trusted telemetry baseline | Inspect affected device firmware | Audit data modification events,0.8654,auto_response,True
evt-000000636,unauthorized_access,attack,0.5236838280642894,access_attack,0.995571997249741,unauthorized_access,0.9303889168850992,True,high,Revoke suspicious credentials | Force password reset | Enable multi-factor authentication | Review IAM policy changes,0.727,human_review,True
evt-000000641,credential_theft,attack,0.5158538250474229,access_attack,0.9734587106910634,replay_attack,0.5380282374773592,False,medium,Enforce nonce validation | Reject stale messages | Synchronize device clocks | Review retransmission patterns,0.5269,escalate,True
evt-000000642,replay_attack,normal,0.5721090397610522,,,,,False,,,,missed_detection,
evt-000000644,replay_attack,attack,0.524495126790821,access_attack,0.9537846194837247,replay_attack,0.803470840473,True,medium,Enforce nonce validation | Reject stale messages | Synchronize device clocks | Review retransmission patterns,0.664,human_review,True
evt-000000645,replay_attack,attack,0.5147621500544568,access_attack,0.9794174966598392,replay_attack,0.8164880336079208,True,medium,Enforce nonce validation | Reject stale messages | Synchronize device clocks | Review retransmission patterns,0.6656,human_review,True
evt-000000646,credential_theft,attack,0.5075778934936923,access_attack,0.9855400527941947,credential_theft,0.7685514912719011,True,high,Force credential rotation | Invalidate active sessions | Enable MFA | Review authentication logs,0.6381,human_review,True
evt-000000648,replay_attack,normal,0.520976043315677,,,,,False,,,,missed_detection,
evt-000000649,ddos,attack,0.9887447867312279,network_flooding,0.9985530942334739,ddos,0.42364451335575926,True,high,Enable rate limiting | Block suspicious source traffic | Scale gateway resources | Monitor packet loss and latency,0.7062,human_review,True
evt-000000652,data_tampering,attack,0.7472869397937909,integrity_attack,0.9987009620780117,data_tampering,0.9962222222222222,True,high,Validate sensor data integrity | Restore trusted telemetry baseline | Inspect affected device firmware | Audit data modification events,0.8718,auto_response,True
evt-000000664,unauthorized_access,attack,0.5008345123878167,access_attack,0.9968384487551498,unauthorized_access,0.9463056506828934,True,high,Revoke suspicious credentials | Force password reset | Enable multi-factor authentication | Review IAM policy changes,0.7236,human_review,True
evt-000000666,data_tampering,attack,0.531303178948508,integrity_attack,0.9918089346720196,data_tampering,0.9989583333333333,True,high,Validate sensor data integrity | Restore trusted telemetry baseline | Inspect affected device firmware | Audit data modification events,0.7651,human_review,True
evt-000000675,unauthorized_access,attack,0.5231791454335871,access_attack,0.9964669421666921,unauthorized_access,0.9469454228033138,True,high,Revoke suspicious credentials | Force password reset | Enable multi-factor authentication | Review IAM policy changes,0.7351,human_review,True
evt-000000680,ddos,attack,0.9786524719358778,network_flooding,0.9949767806250756,ddos,0.4315339136851683,True,high,Enable rate limiting | Block suspicious source traffic | Scale gateway resources | Monitor packet loss and latency,0.7051,human_review,True
evt-000000682,replay_attack,normal,0.8644655748391448,,,,,False,,,,missed_detection,
evt-000000685,jamming,attack,0.9050654814908126,signal_attack,0.9958435395431987,jamming,0.9908135878112586,True,medium,Switch communication channel | Increase signal monitoring | Inspect RF interference source | Activate backup communication path,0.9479,auto_response,True
evt-000000700,malware,attack,0.8103192200109285,malware_attack,0.9865014901043634,malware,0.9706666666666668,True,high,Isolate affected device | Run malware scan | Revoke suspicious sessions | Patch firmware and software,0.8905,auto_response,True
evt-000000701,mqtt_flood,attack,0.9829057533577328,network_flooding,0.9992625536929335,mqtt_flood,0.4575087848167803,True,medium,Throttle MQTT publish rates | Inspect abnormal topic activity | Limit broker connection bursts | Monitor queue depth and stream lag,0.7202,human_review,True
evt-000000706,ddos,attack,0.9636126416267033,network_flooding,0.9963655942334739,ddos,0.5412766446176404,True,high,Enable rate limiting | Block suspicious source traffic | Scale gateway resources | Monitor packet loss and latency,0.7524,human_review,True
evt-000000707,credential_theft,attack,0.6808779011132877,access_attack,0.9973125716408405,credential_theft,0.9164099140862766,True,high,Force credential rotation | Invalidate active sessions | Enable MFA | Review authentication logs,0.7986,human_review,True
evt-000000710,data_tampering,attack,0.7489687730586106,integrity_attack,0.9981458212343592,data_tampering,0.9964619883040935,True,high,Validate sensor data integrity | Restore trusted telemetry baseline | Inspect affected device firmware | Audit data modification events,0.8727,auto_response,True
evt-000000714,data_tampering,attack,0.7654421799029089,integrity_attack,0.9970355621133866,data_tampering,1.0,True,high,Validate sensor data integrity | Restore trusted telemetry baseline | Inspect affected device firmware | Audit data modification events,0.8827,auto_response,True
evt-000000717,unauthorized_access,attack,0.5844228029168977,access_attack,0.999755945199433,unauthorized_access,0.9409286451943695,True,high,Revoke suspicious credentials | Force password reset | Enable multi-factor authentication | Review IAM policy changes,0.7627,human_review,True
evt-000000719,unauthorized_access,attack,0.5380116734871191,access_attack,0.9950074102155306,unauthorized_access,0.9236964165020402,True,high,Revoke suspicious credentials | Force password reset | Enable multi-factor authentication | Review IAM policy changes,0.7309,human_review,True
evt-000000720,data_tampering,attack,0.7425625705326883,integrity_attack,0.9962778851549348,data_tampering,1.0,True,high,Validate sensor data integrity | Restore trusted telemetry baseline | Inspect affected device firmware | Audit data modification events,0.8713,auto_response,True
evt-000000722,ddos,attack,0.9883907856294181,network_flooding,0.9995798409628196,ddos,0.5019894227972322,True,high,Enable rate limiting | Block suspicious source traffic | Scale gateway resources | Monitor packet loss and latency,0.7452,human_review,True
evt-000000724,unauthorized_access,normal,0.9338919033659174,,,,,False,,,,missed_detection,
evt-000000731,malware,attack,0.7831338640252435,malware_attack,0.9979099968849706,malware,0.9982426829268294,True,high,Isolate affected device | Run malware scan | Revoke suspicious sessions | Patch firmware and software,0.8907,auto_response,True
evt-000000733,botnet_c2,attack,0.914871757004997,network_flooding,0.9520937026912903,botnet_c2,0.5766006297158196,True,critical,Isolate compromised devices | Block command-and-control domains | Inspect outbound traffic | Reimage affected nodes,0.7457,human_review,True
evt-000000739,mqtt_flood,attack,0.9886338125333242,network_flooding,0.9998030942334739,mqtt_flood,0.45366878152184503,True,medium,Throttle MQTT publish rates | Inspect abnormal topic activity | Limit broker connection bursts | Monitor queue depth and stream lag,0.7212,human_review,True
evt-000000749,data_tampering,attack,0.7451995836534716,integrity_attack,0.9942906443159317,data_tampering,1.0,True,high,Validate sensor data integrity | Restore trusted telemetry baseline | Inspect affected device firmware | Audit data modification events,0.8726,auto_response,True
evt-000000762,mqtt_flood,attack,0.979776246608221,network_flooding,0.9637031881542741,mqtt_flood,0.4308953767521579,True,medium,Throttle MQTT publish rates | Inspect abnormal topic activity | Limit broker connection bursts | Monitor queue depth and stream lag,0.7053,human_review,True
evt-000000764,ddos,attack,0.9796318367026647,network_flooding,0.9997600649735773,ddos,0.47981399540589803,True,high,Enable rate limiting | Block suspicious source traffic | Scale gateway resources | Monitor packet loss and latency,0.7297,human_review,True
evt-000000775,ddos,attack,0.9879444713009566,network_flooding,0.9978571428571428,ddos,0.43054569551012717,True,high,Enable rate limiting | Block suspicious source traffic | Scale gateway resources | Monitor packet loss and latency,0.7092,human_review,True
