event_id,actual_label,detected,predicted_attack_type,correct_attack_type,detection_confidence,attack_confidence,trust_score,trust_decision
evt-000000731,malware,1,malware,1,0.7831338640252439,0.9982426829268294,0.8907,auto_response
evt-000000733,botnet_c2,1,botnet_c2,1,0.9148717570049968,0.5766006297158194,0.7457,human_review
evt-000000739,mqtt_flood,1,mqtt_flood,1,0.9886338125333242,0.45366878152184514,0.7212,human_review
evt-000000749,data_tampering,1,data_tampering,1,0.7451995836534716,1.0,0.8726,auto_response
evt-000000762,mqtt_flood,1,mqtt_flood,1,0.979776246608221,0.4308953767521578,0.7053,human_review
evt-000000764,ddos,1,ddos,1,0.9796318367026647,0.47981399540589803,0.7297,human_review
evt-000000775,ddos,1,ddos,1,0.9879444713009566,0.430545695510127,0.7092,human_review
evt-000000778,unauthorized_access,1,unauthorized_access,1,0.555685879258563,0.9273312841551425,0.7415,human_review
evt-000000786,credential_theft,1,credential_theft,1,0.5828826481393198,0.5727997097403632,0.5778,escalate
evt-000000791,ddos,1,ddos,1,0.9117993648041152,0.459769431328507,0.6858,human_review
evt-000000800,ddos,1,ddos,1,0.9873762006234976,0.5260296434636301,0.7567,human_review
evt-000000803,unauthorized_access,1,unauthorized_access,1,0.641501917341586,0.9390541801256831,0.7903,human_review
evt-000000806,ddos,1,ddos,1,0.9882044026119723,0.4548706498553772,0.7215,human_review
evt-000000809,data_tampering,1,data_tampering,1,0.7315367412408474,0.9976470588235294,0.8646,auto_response
evt-000000810,malware,1,malware,1,0.8155583199884611,0.9993439393939394,0.9075,auto_response
evt-000000820,unauthorized_access,0,,0,0.6793832071693564,0.0,0.0,missed_detection
evt-000000825,malware,1,malware,1,0.8805154647859207,0.9911217171717172,0.9358,auto_response
evt-000000838,data_tampering,1,data_tampering,1,0.5786196308012653,0.9835790598290597,0.7811,human_review
evt-000000840,unauthorized_access,1,unauthorized_access,1,0.5292509360524399,0.9310689536629654,0.7302,human_review
evt-000000850,malware,1,malware,1,0.6287340207756007,0.9846243386243386,0.8067,human_review
evt-000000862,mqtt_flood,1,mqtt_flood,1,0.9796168033282094,0.43466444923596054,0.7071,human_review
evt-000000863,ddos,1,ddos,1,0.9837313507931449,0.44122876890159385,0.7125,human_review
evt-000000866,mqtt_flood,1,mqtt_flood,1,0.9796940406281945,0.399172743930271,0.6894,human_review
evt-000000869,malware,1,malware,1,0.5343696497596542,0.940815764051336,0.7376,human_review
evt-000000875,data_tampering,1,data_tampering,1,0.7649468009693217,1.0,0.8825,auto_response
evt-000000877,data_tampering,1,data_tampering,1,0.5522531243734651,0.9887942612942614,0.7705,human_review
evt-000000887,credential_theft,1,credential_theft,1,0.5352292179274947,0.8572695493748885,0.6962,human_review
evt-000000888,ddos,1,ddos,1,0.9882397518653478,0.49560529268686415,0.7419,human_review
evt-000000892,credential_theft,1,credential_theft,1,0.5998805589958872,0.8596942780802934,0.7298,human_review
evt-000000896,data_tampering,1,data_tampering,1,0.7323646705854354,1.0,0.8662,auto_response
evt-000000899,unauthorized_access,0,,0,0.5361100487315567,0.0,0.0,missed_detection
evt-000000915,replay_attack,1,replay_attack,1,0.5007141760997622,0.847270836296229,0.674,human_review
evt-000000926,malware,1,malware,1,0.7914649566696891,0.9976190476190476,0.8945,auto_response
evt-000000932,unauthorized_access,1,unauthorized_access,1,0.7384481067597441,0.9325293241054654,0.8355,human_review
evt-000000947,jamming,1,jamming,1,0.957743777500749,0.9481124526734156,0.9529,auto_response
evt-000000951,data_tampering,1,data_tampering,1,0.7308195387355935,0.9897953216374269,0.8603,auto_response
evt-000000952,credential_theft,1,replay_attack,0,0.5648156582825108,0.5419517029190696,0.5534,escalate
evt-000000956,ddos,1,ddos,1,0.9886783049543629,0.5288003953234491,0.7587,human_review
evt-000000958,ddos,1,ddos,1,0.9882133781244417,0.46765607590917424,0.7279,human_review
evt-000000960,mqtt_flood,1,mqtt_flood,1,0.9881497365935753,0.41362469011887026,0.7009,human_review
evt-000000963,replay_attack,1,replay_attack,1,0.5234162353995514,0.7788018797857108,0.6511,human_review
evt-000000965,replay_attack,1,replay_attack,1,0.5469942604830142,0.811463656982987,0.6792,human_review
evt-000000966,unauthorized_access,1,unauthorized_access,1,0.8745946998802878,0.917198020481102,0.8959,auto_response
evt-000000982,replay_attack,1,replay_attack,1,0.5296770899984609,0.8537249422808137,0.6917,human_review
evt-000000983,mqtt_flood,1,mqtt_flood,1,0.9313305456526659,0.49483738957996676,0.7131,human_review
evt-000000987,jamming,1,jamming,1,0.9873445724974692,0.996881736935462,0.9921,auto_response
evt-000000990,mqtt_flood,1,mqtt_flood,1,0.8886327655164648,0.533913336735057,0.7113,human_review
evt-000001001,ddos,1,ddos,1,0.9865376854936325,0.5039850005071381,0.7453,human_review
evt-000001002,jamming,1,jamming,1,0.9888424947382801,0.9912712597689305,0.9901,auto_response
evt-000001006,mqtt_flood,1,mqtt_flood,1,0.9884072078144415,0.45387675333328314,0.7211,human_review
evt-000001009,mqtt_flood,1,mqtt_flood,1,0.9874184285393504,0.4423266181495225,0.7149,human_review
evt-000001015,unauthorized_access,1,unauthorized_access,1,0.6174100821587479,0.9316723644062862,0.7745,human_review
evt-000001018,malware,1,malware,1,0.8660725769547932,0.9820187590187591,0.924,auto_response
evt-000001028,ddos,1,ddos,1,0.9793613913008825,0.44839309427436147,0.7139,human_review
evt-000001033,mqtt_flood,1,mqtt_flood,1,0.9088943815470658,0.47058019090525977,0.6897,human_review
evt-000001040,ddos,1,ddos,1,0.9883924143939445,0.5015094333070901,0.745,human_review
evt-000001042,data_tampering,1,data_tampering,1,0.755792591275992,0.9975,0.8766,auto_response
evt-000001048,data_tampering,1,data_tampering,1,0.742221544155994,0.9977777777777779,0.87,auto_response
evt-000001057,unauthorized_access,1,unauthorized_access,1,0.8527086835121653,0.9178226869113512,0.8853,auto_response
evt-000001060,credential_theft,1,replay_attack,0,0.5305346044172274,0.5058012229246597,0.5182,escalate
evt-000001064,unauthorized_access,1,unauthorized_access,1,0.8724229327834582,0.9157219306424179,0.8941,auto_response
evt-000001067,credential_theft,1,credential_theft,1,0.5639884777588048,0.877406146429902,0.7207,human_review
evt-000001069,credential_theft,1,credential_theft,1,0.6836360777766903,0.854032970276016,0.7688,human_review
evt-000001078,credential_theft,1,credential_theft,1,0.7152086113706951,0.542400644469042,0.6288,human_review
evt-000001083,data_tampering,1,data_tampering,1,0.7557610000594595,1.0,0.8779,auto_response
evt-000001092,mqtt_flood,1,mqtt_flood,1,0.9057738600222198,0.5092064249641283,0.7075,human_review
evt-000001100,ddos,1,ddos,1,0.984575146427777,0.47794976153712687,0.7313,human_review
evt-000001102,botnet_c2,1,botnet_c2,1,0.9793196051432566,0.5537304380598714,0.7665,human_review
evt-000001106,credential_theft,1,credential_theft,1,0.5072323003498526,0.5156686878010073,0.5115,escalate
evt-000001107,botnet_c2,1,botnet_c2,1,0.9887856401373698,0.5428328059139909,0.7658,human_review
evt-000001109,mqtt_flood,1,mqtt_flood,1,0.988406813393095,0.4319970172615841,0.7102,human_review
evt-000001110,credential_theft,1,credential_theft,1,0.6732589436444419,0.8772646007923203,0.7753,human_review
evt-000001111,unauthorized_access,1,unauthorized_access,1,0.6064681459675433,0.9166689294089833,0.7616,human_review
evt-000001120,malware,1,malware,1,0.6071813830535294,0.995,0.8011,human_review
evt-000001122,credential_theft,1,credential_theft,1,0.5681681698034186,0.9044718509422055,0.7363,human_review
evt-000001123,unauthorized_access,1,unauthorized_access,1,0.8483700679493902,0.9484590159197853,0.8984,auto_response
evt-000001127,ddos,1,ddos,1,0.9617191614746187,0.40242130359430284,0.6821,human_review
evt-000001128,mqtt_flood,1,mqtt_flood,1,0.9859245078536013,0.4957118208070032,0.7408,human_review
evt-000001135,mqtt_flood,1,mqtt_flood,1,0.9233241539821536,0.4823292675186776,0.7028,human_review
evt-000001140,malware,1,malware,1,0.8134831880772923,0.9877413479052823,0.9006,auto_response
evt-000001144,data_tampering,1,data_tampering,1,0.5603376380697145,0.9904365079365081,0.7754,human_review
evt-000001145,mqtt_flood,1,mqtt_flood,1,0.9882366654028081,0.4273857858365714,0.7078,human_review
evt-000001162,data_tampering,1,data_tampering,1,0.7670762884783262,0.99875,0.8829,auto_response
evt-000001166,mqtt_flood,1,mqtt_flood,1,0.9792112277934446,0.48403394951204526,0.7316,human_review
evt-000001169,credential_theft,1,credential_theft,1,0.5738719383806768,0.852846102549314,0.7134,human_review
evt-000001177,data_tampering,1,data_tampering,1,0.5720943579697643,0.9880530410183875,0.7801,human_review
evt-000001179,credential_theft,1,credential_theft,1,0.5898691358677332,0.9055461398434388,0.7477,human_review
evt-000001181,data_tampering,1,data_tampering,1,0.755344699325703,1.0,0.8777,auto_response
evt-000001184,mqtt_flood,1,mqtt_flood,1,0.9795415601735801,0.5148510178400657,0.7472,human_review
evt-000001186,ddos,1,ddos,1,0.7718113302590308,0.5129301963566659,0.6424,human_review
evt-000001187,credential_theft,1,credential_theft,1,0.881458191997267,0.8907619927357878,0.8861,auto_response
evt-000001194,unauthorized_access,0,,0,0.5218224044465678,0.0,0.0,missed_detection
evt-000001203,botnet_c2,1,botnet_c2,1,0.988873046044008,0.6010315988076663,0.795,human_review
evt-000001213,ddos,1,ddos,1,0.9777775759261583,0.5025086804698912,0.7401,human_review
evt-000001217,malware,1,malware,1,0.7219450002290566,0.9936190476190476,0.8578,auto_response
evt-000001226,unauthorized_access,1,unauthorized_access,1,0.893482438802438,0.8753125890222314,0.8844,auto_response
evt-000001230,credential_theft,1,credential_theft,1,0.8001095842033314,0.82012228863568,0.8101,human_review
evt-000001235,unauthorized_access,1,unauthorized_access,1,0.642702194661913,0.9332621976775475,0.788,human_review
evt-000001237,mqtt_flood,1,mqtt_flood,1,0.9800997614531236,0.42061988124252103,0.7004,human_review
evt-000001239,mqtt_flood,1,mqtt_flood,1,0.987038831695521,0.43428877630849827,0.7107,human_review
evt-000001242,mqtt_flood,1,mqtt_flood,1,0.9796918522171799,0.49044056021866395,0.7351,human_review
evt-000001251,data_tampering,1,data_tampering,1,0.7568809330717363,1.0,0.8784,auto_response
evt-000001260,ddos,1,ddos,1,0.9771742820719307,0.45722638767203205,0.7172,human_review
evt-000001265,replay_attack,0,,0,0.5015004146440771,0.0,0.0,missed_detection
evt-000001266,malware,1,malware,1,0.5508765773635969,0.9823189964157708,0.7666,human_review
evt-000001272,data_tampering,1,data_tampering,1,0.5433897466293921,1.0,0.7717,human_review
evt-000001277,botnet_c2,1,botnet_c2,1,0.9794180395890981,0.5478760511088007,0.7636,human_review
evt-000001279,malware,1,malware,1,0.6862973812981459,0.9144801587301585,0.8004,human_review
evt-000001285,unauthorized_access,0,,0,0.9620215751537615,0.0,0.0,missed_detection
evt-000001286,unauthorized_access,1,unauthorized_access,1,0.8651092080269843,0.9296066976783798,0.8974,auto_response
evt-000001290,jamming,1,jamming,1,0.9719455009940069,0.999980254477925,0.986,auto_response
evt-000001300,unauthorized_access,1,unauthorized_access,1,0.8748973328367363,0.9436149377656805,0.9093,auto_response
evt-000001321,botnet_c2,1,botnet_c2,1,0.9883263235836373,0.48877381897720795,0.7386,human_review
evt-000001323,malware,1,malware,1,0.7864042151158718,0.9993333333333334,0.8929,auto_response
evt-000001324,replay_attack,1,replay_attack,1,0.5000438625631237,0.8168333337318667,0.6584,human_review
evt-000001329,unauthorized_access,1,unauthorized_access,1,0.5094718608135501,0.8998915600077005,0.7047,human_review
evt-000001331,credential_theft,1,credential_theft,1,0.7165135665811174,0.8855061277721298,0.801,human_review
evt-000001352,data_tampering,1,data_tampering,1,0.5463761517184255,0.9911111111111113,0.7687,human_review
evt-000001353,jamming,1,jamming,1,0.9424864017579915,0.9960659687636396,0.9693,auto_response
evt-000001359,data_tampering,1,data_tampering,1,0.757618809496189,1.0,0.8788,auto_response
evt-000001366,credential_theft,1,credential_theft,1,0.6921193565619218,0.8603921506144137,0.7763,human_review
evt-000001368,replay_attack,1,replay_attack,1,0.5713309203270497,0.753860626887426,0.6626,human_review
evt-000001369,mqtt_flood,1,mqtt_flood,1,0.9879623554825272,0.5096612484361959,0.7488,human_review
evt-000001380,replay_attack,1,credential_theft,0,0.6574114328143577,0.5250423480000724,0.5912,escalate
evt-000001384,mqtt_flood,1,mqtt_flood,1,0.9775701590036953,0.4484307160779224,0.713,human_review
evt-000001386,ddos,1,ddos,1,0.984818035302302,0.47029285718508373,0.7276,human_review
evt-000001402,ddos,1,ddos,1,0.9868905008478968,0.40006098147279656,0.6935,human_review
evt-000001406,mqtt_flood,1,mqtt_flood,1,0.9087908567870266,0.4885722297305017,0.6987,human_review
evt-000001410,ddos,1,ddos,1,0.9796781808324312,0.424440800672761,0.7021,human_review
evt-000001421,data_tampering,1,data_tampering,1,0.5480088436398723,0.9960460992907801,0.772,human_review
evt-000001424,mqtt_flood,1,mqtt_flood,1,0.8360531358889406,0.47280757614916724,0.6544,human_review
evt-000001429,malware,1,malware,1,0.8279511334698769,0.99995,0.914,auto_response
evt-000001430,unauthorized_access,0,,0,0.585844761828391,0.0,0.0,missed_detection
evt-000001445,ddos,1,ddos,1,0.9885774380867732,0.46129712472661016,0.7249,human_review
evt-000001446,credential_theft,1,credential_theft,1,0.5364296207108128,0.553223401813867,0.5448,escalate
evt-000001450,mqtt_flood,1,mqtt_flood,1,0.9863366539356535,0.4958321484311541,0.7411,human_review
evt-000001452,jamming,1,jamming,1,0.9443645419986548,0.9893373973350678,0.9669,auto_response
evt-000001456,unauthorized_access,1,unauthorized_access,1,0.5393743114014324,0.9279767916853524,0.7337,human_review
evt-000001463,ddos,1,ddos,1,0.9528315418767166,0.4317328651131835,0.6923,human_review
evt-000001468,unauthorized_access,1,unauthorized_access,1,0.8748252078472347,0.9100019605425506,0.8924,auto_response
evt-000001472,ddos,1,ddos,1,0.9887694753312825,0.4641336071207793,0.7265,human_review
evt-000001476,mqtt_flood,1,mqtt_flood,1,0.9795682843992108,0.40585379357004264,0.6927,human_review
evt-000001488,ddos,1,ddos,1,0.9876855178713987,0.5171601036285813,0.7524,human_review
evt-000001489,replay_attack,1,replay_attack,1,0.8683072767185466,0.6696464147260275,0.769,human_review
evt-000001501,ddos,1,ddos,1,0.9876213286056185,0.5231663304725146,0.7554,human_review
evt-000001502,data_tampering,1,data_tampering,1,0.7416434034385507,0.9982352941176471,0.8699,auto_response
evt-000001507,mqtt_flood,1,mqtt_flood,1,0.9818210603664133,0.4682670562075408,0.725,human_review
evt-000001508,mqtt_flood,1,mqtt_flood,1,0.988669839095909,0.44004111851675226,0.7144,human_review
evt-000001520,credential_theft,1,credential_theft,1,0.5413486569340418,0.8355185046845865,0.6884,human_review
evt-000001533,mqtt_flood,1,mqtt_flood,1,0.9107242899154617,0.4856711304700183,0.6982,human_review
evt-000001542,credential_theft,1,credential_theft,1,0.5323823935748497,0.8384475448757992,0.6854,human_review
evt-000001545,credential_theft,1,credential_theft,1,0.5962135091158005,0.8198541942075116,0.708,human_review
evt-000001546,mqtt_flood,1,mqtt_flood,1,0.9864551008646045,0.429477683578303,0.708,human_review
evt-000001550,data_tampering,1,data_tampering,1,0.5631943810372723,0.9994444444444446,0.7813,human_review
evt-000001551,data_tampering,1,data_tampering,1,0.7493965837564742,0.9974914089347078,0.8734,auto_response
evt-000001553,unauthorized_access,1,unauthorized_access,1,0.7562551872323481,0.8969852802158212,0.8266,human_review
evt-000001554,credential_theft,0,,0,0.9188540374189701,0.0,0.0,missed_detection
